flow,history_flow,speed,history_speed,weather,weatherDeg,weatherDegScale
1067,1213.016667,322.5,316.275,0,0,0
1064,1219.333333,323.5,316.9888889,0,0,0
1007,1226.166667,310.6666667,312.3555556,0,0,0
1099,1229.35,326.1666667,315.9388889,0,0,0
1135,1208.833333,312.3333333,316.9944444,0,0,0
971,1197.9,313.6666667,320.7277778,0,0,0
1111,1188.233333,303.5,318.6777778,0,0,0
1084,1170.633333,304.6666667,318.9111111,0,0,0
1062,1164.366667,312.6666667,315.7138889,0,0,0
1041,1150.133333,306.3333333,313.5277778,0,0,0
1093,1120.133333,319,318.5055556,0,0,0
1022,1115.233333,318.3333333,315.4222222,0,0,0
995,1107.8,293.5,314.5166667,0,0,0
949,1085.333333,312.5,311.4666667,0,0,0
943,1063.966667,307.8333333,314.8194444,0,0,0
902,1010.7,314,312.8277778,0,0,0
867,988.3166667,314.6666667,311.0361111,0,0,0
816,966.2333333,325.1666667,317.1,0,0,0
814,967.7333333,294.1666667,314.4083333,0,0,0
864,970.9666667,306.5,315.1138889,0,0,0
821,942.9166667,311,317.3833333,0,0,0
847,952.4166667,299.3333333,316.2638889,0,0,0
817,944.9333333,331.5,320.8277778,0,0,0
896,979.9166667,338.1666667,318.2833333,0,0,0
885,1003.166667,351.8333333,318.3722222,0,0,0
964,1012.7,342.6666667,312.2166667,0,0,0
903,1032.8,352.1666667,305.55,0,0,0
904,1051.766667,352,311.9,0,0,0
917,1065.3,344.3333333,314.4166667,0,0,0
1007,1070.283333,349.1666667,312.4638889,0,0,0
937,1094.4,320.6666667,306.3277778,0,0,0
1005,1108.466667,321.5,303.8277778,0,0,0
1036,1094.966667,322.3333333,302.3694444,0,0,0
1082,1101.066667,321.1666667,304.3833333,0,0,0
1000,1100.033333,317,302.6055556,0,0,0
1136,1120.133333,302.8333333,302.95,0,0,0
1100,1108.933333,326.3333333,308.7111111,0,0,0
1134,1115.866667,326,304.3388889,0,0,0
1061,1112.866667,333.8333333,300.7944444,0,0,0
1039,1110.766667,329.6666667,307.4888889,0,0,0
1052,1112.05,327,313.1694444,0,0,0
1056,1107.033333,329,311.0805556,0,0,0
1069,1128.833333,320.3333333,310.6444444,0,0,0
1058,1124.616667,319.6666667,312.6055556,0,0,0
1078,1122.666667,316.5,310.5166667,0,0,0
1100,1140.433333,304,310.6277778,0,0,0
1122,1138.266667,316.5,316.8444444,0,0,0
1144,1150.5,308.6666667,315.2777778,0,0,0
1078,1153.533333,324.5,314.5,0,0,0
1045,1144.533333,319,315.4722222,0,0,0
1095,1124.2,315.8333333,316.4388889,0,0,0
1096,1139.266667,324.8333333,312.0388889,0,0,0
1062,1130.333333,334.8333333,312.9222222,0,0,0
1002,1121.5,320.5,313.6222222,0,0,0
932,1099.816667,280.5,312.6555556,0,0,0
988,1082,300.3333333,314.1388889,0,0,0
965,1042.766667,292,309.7333333,0,0,0
975,1018.766667,299.6666667,310.2166667,0,0,0
931,958.2,292.1666667,311.1111111,0,0,0
869,927.3666667,308,309.5888889,0,0,0
784,891.7,313.1666667,308.7111111,0,0,0
790,868.8666667,324.3333333,310.7222222,0,0,0
789,848.0166667,312.5,307.2111111,0,0,0
759,799.4,327.3333333,313.9,0,0,0
760,741.6666667,314,317.9333333,0,0,0
663,710.5,338.1666667,322.4888889,0,0,0
627,694.3,332,319.7722222,0,0,0
719,677.4,329.1666667,320.2611111,0,0,0
627,635.55,329.6666667,323.8694444,0,0,0
619,626.4333333,318.3333333,321.7222222,0,0,0
559,591.75,316.5,318.45,0,0,0
539,558.2333333,320.3333333,318.0833333,0,0,0
522,550.9,332.6666667,320.9833333,0,0,0
531,521.85,331.6666667,318.7888889,0,0,0
509,500.0666667,326.1666667,309.6055556,0,0,0
517,480.4,322.6666667,311.5222222,0,0,0
443,468.6,320.1666667,310.0666667,0,0,0
436,448.9666667,324.3333333,306.925,0,0,0
400,429.1333333,320.3333333,308.8888889,0,0,0
370,412.4333333,311.5,309.0388889,0,0,0
336,389.1,317,309.6833333,0,0,0
347,367.5666667,327,314.9444444,0,0,0
330,341.9833333,308.8333333,318.7527778,0,0,0
288,316.6,318,312.1,0,0,0
290,293.9333333,323.5,318.3388889,0,0,0
239,275.6333333,322.5,311.7777778,0,0,0
258,260.3333333,313.5,309.8805556,0,0,0
209,239.3,345,309.0277778,0,0,0
200,228.9166667,339.8333333,307.7777778,0,0,0
203,216.3,317.5,312.6333333,0,0,0
199,206.5666667,288,306.0555556,0,0,0
147,198.7666667,319,306.4111111,0,0,0
196,194.4,327,313.9805556,0,0,0
171,182.1833333,323.5,315.4305556,0,0,0
154,171.1,292,314.0555556,0,0,0
169,166.5,313.8333333,314.4777778,0,0,0
144,153.5333333,310,313.7916667,0,0,0
147,158.5944444,324.8333333,304.5740741,0,0,0
131,147.9388889,334.8333333,299.6898148,0,0,0
147,145.2,323,301.6222222,0,0,0
142,138.2333333,332.8333333,305.0944444,0,0,0
121,135.5,337.6666667,309.0055556,0,0,0
119,132.1,331,308.3555556,0,0,0
131,132.3,306.5,305.7333333,0,0,0
119,124.4,298.6666667,305.3833333,0,0,0
131,126.9666667,308.8333333,310.4555556,0,0,0
121,119.3833333,287.8333333,305.7722222,0,0,0
108,121.6333333,301.6666667,300.2277778,0,0,0
105,120.6166667,292.8333333,303.2138889,0,0,0
126,124.4,304.3333333,305.2833333,0,0,0
92.5,128.7833333,294.8333333,312.7611111,0,0,0
150,129,303.3333333,318.4611111,0,0,0
151,125.3166667,298.5,317.6861111,0,0,0
171,133.5,294,316.6,0,0,0
192,151.7,298.1666667,313.5833333,0,0,0
178,153.9166667,307.3333333,315.8833333,0,0,0
169,171.2333333,313.5,317.3777778,0,0,0
192,186.1,321.5,316.3833333,0,0,0
203,201.8333333,319.6666667,314.5555556,0,0,0
252,220.8666667,317.5,316.3944444,0,0,0
273,243.3833333,337.1666667,317.0055556,0,0,0
325,278.3,325.1666667,315.1972222,0,0,0
365,320.9666667,332.5,318.1055556,0,0,0
386,350.9333333,322,315.5416667,0,0,0
464,387.7,330.1666667,314.7388889,0,0,0
511,431.4,310.1666667,314.7,0,0,0
611,491.2,336.6666667,315.6,0,0,0
593,559.6333333,326.8333333,314.9277778,0,0,0
764,640.2166667,339.3333333,318.0166667,0,0,0
896,715.35,327.5,318.1777778,0,0,0
1053,808,324.8333333,320.7222222,0,0,0
1313,913.5666667,346.5,316.5777778,0,0,0
1245,978.4666667,346.6666667,313.725,0,0,0
1314,1039.433333,351.8333333,313.5111111,0,0,0
1338,1084.116667,353.8333333,312.025,0,0,0
1396,1096.933333,356.5,312.3333333,0,0,0
1337,1120.533333,340.1666667,312.6722222,0,0,0
1409,1142.966667,356.5,313.5611111,0,0,0
1379,1168.883333,352.5,314.7083333,0,0,0
1366,1174.366667,326,314.1777778,0,0,0
1286,1182.683333,331,311.7,0,0,0
1281,1209.5,323.5,313.3833333,0,0,0
1293,1192.433333,331.6666667,314.6222222,0,0,0
1285,1208.616667,329.8333333,317.1194444,0,0,0
1426,1213.016667,325.6666667,316.275,0,0,0
1440,1219.333333,321.3333333,316.9888889,0,0,0
1441,1226.166667,311.8333333,312.3555556,0,0,0
1268,1229.35,312.3333333,315.9388889,0,0,0
1262,1208.833333,324.6666667,316.9944444,0,0,0
1253,1197.9,318.3333333,320.7277778,0,0,0
1238,1188.233333,315.1666667,318.6777778,0,0,0
1196,1170.633333,320.5,318.9111111,0,0,0
1231,1164.366667,308.1666667,315.7138889,0,0,0
1205,1150.133333,311.3333333,313.5277778,0,0,0
1144,1120.133333,312.1666667,318.5055556,0,0,0
1164,1115.233333,319.6666667,315.4222222,0,0,0
1071,1107.8,318,314.5166667,0,0,0
1014,1085.333333,311.3333333,311.4666667,0,0,0
1125,1063.966667,326.3333333,314.8194444,0,0,0
956,1010.7,324,312.8277778,0,0,0
1022,988.3166667,317.1666667,311.0361111,0,0,0
962,966.2333333,309.1666667,317.1,0,0,0
845,967.7333333,315.6666667,314.4083333,0,0,0
1059,970.9666667,331.6666667,315.1138889,0,0,0
1070,942.9166667,336.1666667,317.3833333,0,0,0
960,952.4166667,339.3333333,316.2638889,0,0,0
956,944.9333333,332.3333333,320.8277778,0,0,0
1003,979.9166667,338.6666667,318.2833333,0,0,0
999,1003.166667,350.8333333,318.3722222,0,0,0
1036,1012.7,338.3333333,312.2166667,0,0,0
1047,1032.8,345.6666667,305.55,0,0,0
1075,1051.766667,354.5,311.9,0,0,0
1128,1065.3,346.3333333,314.4166667,0,0,0
1084,1070.283333,347.3333333,312.4638889,0,0,0
1121,1094.4,344.5,306.3277778,0,0,0
1112,1108.466667,334,303.8277778,0,0,0
1154,1094.966667,321.5,302.3694444,0,0,0
1207,1101.066667,323.1666667,304.3833333,0,0,0
1098,1100.033333,319.5,302.6055556,0,0,0
1204,1120.133333,314.3333333,302.95,0,0,0
1177,1108.933333,316,308.7111111,0,0,0
1131,1115.866667,318.5,304.3388889,0,0,0
1138,1112.866667,316.8333333,300.7944444,0,0,0
1112,1110.766667,322.5,307.4888889,0,0,0
1166,1112.05,322,313.1694444,0,0,0
1147,1107.033333,316.3333333,311.0805556,0,0,0
1170,1128.833333,314.6666667,310.6444444,0,0,0
1131,1124.616667,313.3333333,312.6055556,0,0,0
1112,1122.666667,323.8333333,310.5166667,0,0,0
1164,1140.433333,325.5,310.6277778,0,0,0
1124,1138.266667,309.6666667,316.8444444,0,0,0
1162,1150.5,330.1666667,315.2777778,0,0,0
1242,1153.533333,324.3333333,314.5,0,0,0
1175,1144.533333,307.6666667,315.4722222,0,0,0
1171,1124.2,308,316.4388889,0,0,0
1201,1139.266667,321.3333333,312.0388889,0,0,0
1071,1130.333333,319.8333333,312.9222222,0,0,0
1164,1121.5,319,313.6222222,0,0,0
1041,1099.816667,308.3333333,312.6555556,0,0,0
1055,1082,335.8333333,314.1388889,0,0,0
1022,1042.766667,320,309.7333333,0,0,0
1102,1018.766667,337.1666667,310.2166667,0,0,0
1082,958.2,334.5,311.1111111,0,0,0
1096,927.3666667,343.6666667,309.5888889,0,0,0
984,891.7,337.3333333,308.7111111,0,0,0
950,868.8666667,337.6666667,310.7222222,0,0,0
1013,848.0166667,334.6666667,307.2111111,0,0,0
908,799.4,332.1666667,313.9,0,0,0
867,741.6666667,336.3333333,317.9333333,0,0,0
810,710.5,330.5,322.4888889,0,0,0
706,694.3,328.8333333,319.7722222,0,0,0
668,677.4,306.5,320.2611111,0,0,0
708,635.55,310.3333333,323.8694444,0,0,0
626,626.4333333,316.6666667,321.7222222,0,0,0
700,591.75,309.8333333,318.45,0,0,0
564,558.2333333,305.5,318.0833333,0,0,0
585,550.9,313.8333333,320.9833333,0,0,0
546,521.85,306.3333333,318.7888889,0,0,0
482,500.0666667,307.3333333,309.6055556,0,0,0
492,480.4,313.8333333,311.5222222,0,0,0
464,468.6,302.3333333,310.0666667,0,0,0
468,448.9666667,303.3333333,306.925,0,0,0
454,429.1333333,317.8333333,308.8888889,0,0,0
442,412.4333333,337,309.0388889,0,0,0
420,389.1,329.6666667,309.6833333,0,0,0
358,367.5666667,341,314.9444444,0,0,0
356,341.9833333,330.8333333,318.7527778,0,0,0
316,316.6,324.1666667,312.1,0,0,0
309,293.9333333,335.1666667,318.3388889,0,0,0
302,275.6333333,322.5,311.7777778,0,0,0
280,260.3333333,333.8333333,309.8805556,0,0,0
235,239.3,331.1666667,309.0277778,0,0,0
234,228.9166667,327.3333333,307.7777778,0,0,0
214,216.3,329.3333333,312.6333333,0,0,0
237,206.5666667,322.3333333,306.0555556,0,0,0
217,198.7666667,348,306.4111111,0,0,0
223,194.4,342.1666667,313.9805556,0,0,0
231,182.1833333,340.8333333,315.4305556,0,0,0
211,171.1,346,314.0555556,0,0,0
184,166.5,349,314.4777778,0,0,0
160,153.5333333,333,313.7916667,0,0,0
158,158.5944444,325.6666667,304.5740741,0,0,0
181,147.9388889,323.3333333,299.6898148,0,0,0
167,145.2,305,301.6222222,0,0,0
175,138.2333333,312.5,305.0944444,0,0,0
154,135.5,324,309.0055556,0,0,0
145,132.1,329,308.3555556,0,0,0
174,132.3,326.5,305.7333333,0,0,0
119,124.4,326.3333333,305.3833333,0,0,0
161,126.9666667,320.8333333,310.4555556,0,0,0
133,119.3833333,318.3333333,305.7722222,0,0,0
149,121.6333333,324.6666667,300.2277778,0,0,0
138,120.6166667,330,303.2138889,0,0,0
135,124.4,319.1666667,305.2833333,0,0,0
134,128.7833333,318.3333333,312.7611111,0,0,0
123,129,321.8333333,318.4611111,0,0,0
147,125.3166667,322.1666667,317.6861111,0,0,0
135,133.5,325.6666667,316.6,0,0,0
180,151.7,321.1666667,313.5833333,0,0,0
164,153.9166667,319,315.8833333,0,0,0
180,171.2333333,318.8333333,317.3777778,0,0,0
212,186.1,311,316.3833333,0,0,0
215,201.8333333,321.5,314.5555556,0,0,0
249,220.8666667,321.5,316.3944444,0,0,0
268,243.3833333,328.5,317.0055556,0,0,0
283,278.3,326.5,315.1972222,0,0,0
354,320.9666667,318.3333333,318.1055556,0,0,0
423,350.9333333,318.1666667,315.5416667,0,0,0
433,387.7,329,314.7388889,0,0,0
509,431.4,322.1666667,314.7,0,0,0
557,491.2,324.8333333,315.6,0,0,0
596,559.6333333,330.6666667,314.9277778,0,0,0
728,640.2166667,340.5,318.0166667,0,0,0
810,715.35,328.6666667,318.1777778,0,0,0
949,808,331.8333333,320.7222222,0,0,0
1024,913.5666667,334.6666667,316.5777778,0,0,0
1145,978.4666667,327.6666667,313.725,0,0,0
1139,1039.433333,329.6666667,313.5111111,0,0,0
1211,1084.116667,316.3333333,312.025,0,0,0
1189,1096.933333,309,312.3333333,0,0,0
1224,1120.533333,318,312.6722222,0,0,0
1417,1142.966667,315.6666667,313.5611111,0,0,0
1330,1168.883333,323,314.7083333,0,0,0
1419,1174.366667,331.8333333,314.1777778,0,0,0
1315,1182.683333,325.1666667,311.7,0,0,0
1397,1209.5,327,313.3833333,0,0,0
1351,1192.433333,330,314.6222222,0,0,0
1303,1208.616667,312.6666667,317.1194444,0,0,0
1388,1213.016667,322.3333333,316.275,0,0,0
1347,1219.333333,326,316.9888889,0,0,0
1361,1226.166667,325.6666667,312.3555556,0,0,0
1346,1229.35,334.6666667,315.9388889,0,0,0
1319,1208.833333,334,316.9944444,0,0,0
1253,1197.9,324.3333333,320.7277778,0,0,0
1267,1188.233333,314.1666667,318.6777778,0,0,0
1233,1170.633333,285.6666667,318.9111111,0,0,0
1214,1164.366667,303.6666667,315.7138889,0,0,0
1261,1150.133333,303.3333333,313.5277778,0,0,0
1209,1120.133333,298.6666667,318.5055556,0,0,0
1242,1115.233333,304.1666667,315.4222222,0,0,0
1144,1107.8,316.5,314.5166667,0,0,0
1147,1085.333333,300.5,311.4666667,0,0,0
1164,1063.966667,312.8333333,314.8194444,0,0,0
1120,1010.7,323,312.8277778,0,0,0
1035,988.3166667,324.5,311.0361111,0,0,0
1055,966.2333333,324.3333333,317.1,0,0,0
1066,967.7333333,325,314.4083333,0,0,0
1085,970.9666667,337.5,315.1138889,0,0,0
961,942.9166667,326.1666667,317.3833333,0,0,0
998,952.4166667,328.6666667,316.2638889,0,0,0
994,944.9333333,329.1666667,320.8277778,0,0,0
1004,979.9166667,338.5,318.2833333,0,0,0
1120,1003.166667,337,318.3722222,0,0,0
1102,1012.7,330.6666667,312.2166667,0,0,0
1205,1032.8,324.5,305.55,0,0,0
1181,1051.766667,324.1666667,311.9,0,0,0
1142,1065.3,329.5,314.4166667,0,0,0
1122,1070.283333,306.8333333,312.4638889,0,0,0
1206,1094.4,317,306.3277778,0,0,0
1189,1108.466667,321.6666667,303.8277778,0,0,0
1097,1094.966667,304.1666667,302.3694444,0,0,0
1218,1101.066667,310.3333333,304.3833333,0,0,0
1141,1100.033333,310.1666667,302.6055556,0,0,0
1116,1120.133333,308.5,302.95,0,0,0
1000,1108.933333,319.5,308.7111111,0,0,0
1000,1115.866667,299.3333333,304.3388889,0,0,0
953,1112.866667,299.3333333,300.7944444,0,0,0
968,1110.766667,305.3333333,307.4888889,0,0,0
1123,1112.05,301.5,313.1694444,0,0,0
1071,1107.033333,308.6666667,311.0805556,0,0,0
1199,1128.833333,301,310.6444444,0,0,0
1200,1124.616667,312.8333333,312.6055556,0,0,0
1238,1122.666667,304.3333333,310.5166667,0,0,0
1200,1140.433333,335,310.6277778,0,0,0
1229,1138.266667,320.1666667,316.8444444,0,0,0
1245,1150.5,322.8333333,315.2777778,0,0,0
1302,1153.533333,316,314.5,0,0,0
1250,1144.533333,322.1666667,315.4722222,0,0,0
1244,1124.2,298.1666667,316.4388889,0,0,0
1213,1139.266667,313.5,312.0388889,0,0,0
1190,1130.333333,322.8333333,312.9222222,0,0,0
1155,1121.5,309.1666667,313.6222222,0,0,0
1127,1099.816667,325.1666667,312.6555556,0,0,0
996,1082,342.6666667,314.1388889,0,0,0
989,1042.766667,331.6666667,309.7333333,0,0,0
895,1018.766667,333.8333333,310.2166667,0,0,0
844,958.2,334.8333333,311.1111111,0,0,0
833,927.3666667,324.1666667,309.5888889,0,0,0
789,891.7,335.1666667,308.7111111,0,0,0
828,868.8666667,326.6666667,310.7222222,0,0,0
746,848.0166667,323.6666667,307.2111111,0,0,0
751,799.4,319.6666667,313.9,0,0,0
680,741.6666667,319.8333333,317.9333333,0,0,0
634,710.5,322,322.4888889,0,0,0
657,694.3,318.1666667,319.7722222,0,0,0
570,677.4,329.6666667,320.2611111,0,0,0
598,635.55,337.1666667,323.8694444,0,0,0
574,626.4333333,326.6666667,321.7222222,0,0,0
485,591.75,334.8333333,318.45,0,0,0
512,558.2333333,331.5,318.0833333,0,0,0
499,550.9,333.3333333,320.9833333,0,0,0
465,521.85,336.5,318.7888889,0,0,0
414,500.0666667,333.1666667,309.6055556,0,0,0
434,480.4,334.1666667,311.5222222,0,0,0
373,468.6,335.8333333,310.0666667,0,0,0
393,448.9666667,336.5,306.925,6.7,5,31
401,429.1333333,323,308.8888889,0.2,1,1
