flow,history_flow,speed,history_speed,weather,weatherDeg,weatherDegScale
954,944.9333333,346.1666667,320.8277778,0,0,0
964,979.9166667,334.1666667,318.2833333,0,0,0
927,1003.166667,339,318.3722222,0,0,0
965,1012.7,304.3333333,312.2166667,0,0,0
1014,1032.8,219.8333333,305.55,0,0,0
1042,1051.766667,273.5,311.9,0,0,0
1085,1065.3,318,314.4166667,0,0,0
1000,1070.283333,327.1666667,312.4638889,0,0,0
1051,1094.4,310.6666667,306.3277778,0,0,0
1163,1108.466667,312,303.8277778,0,0,0
1091,1094.966667,310.1666667,302.3694444,0,0,0
1143,1101.066667,318.3333333,304.3833333,0,0,0
1104,1100.033333,325,302.6055556,0,0,0
1120,1120.133333,314.5,302.95,0,0,0
1102,1108.933333,308.5,308.7111111,0,0,0
1087,1115.866667,312.6666667,304.3388889,0,0,0
1075,1112.866667,207.8333333,300.7944444,0,0,0
1119,1110.766667,176,307.4888889,0,0,0
1173,1112.05,169,313.1694444,0,0,0
1116,1107.033333,180.3333333,311.0805556,0,0,0
1093,1128.833333,179.3333333,310.6444444,0,0,0
1122,1124.616667,170.1666667,312.6055556,0,0,0
1045,1122.666667,180.8333333,310.5166667,0,0,0
1108,1140.433333,179,310.6277778,0,0,0
1089,1138.266667,323.3333333,316.8444444,0,0,0
1084,1150.5,320.8333333,315.2777778,0,0,0
1126,1153.533333,315.3333333,314.5,0,0,0
1102,1144.533333,322.3333333,315.4722222,0,0,0
1086,1124.2,331.1666667,316.4388889,0,0,0
1095,1139.266667,314.1666667,312.0388889,0,0,0
1065,1130.333333,309,312.9222222,0,0,0
1062,1121.5,324.8333333,313.6222222,0,0,0
1075,1099.816667,317.5,312.6555556,0,0,0
999,1082,307.5,314.1388889,0,0,0
981,1042.766667,304.3333333,309.7333333,0,0,0
957,1018.766667,302,310.2166667,0,0,0
902,958.2,326.5,311.1111111,0,0,0
893,927.3666667,338.8333333,309.5888889,0,0,0
913,891.7,342.8333333,308.7111111,0,0,0
792,868.8666667,354.5,310.7222222,0,0,0
743,848.0166667,334.8333333,307.2111111,0,0,0
750,799.4,332.3333333,313.9,0,0,0
646,741.6666667,341,317.9333333,0,0,0
616,710.5,339.1666667,322.4888889,0,0,0
637,694.3,346.3333333,319.7722222,0,0,0
648,677.4,342.1666667,320.2611111,0,0,0
591,635.55,335.8333333,323.8694444,0,0,0
596,626.4333333,343.1666667,321.7222222,0,0,0
661,591.75,321.8333333,318.45,0,0,0
530,558.2333333,319.6666667,318.0833333,0,0,0
525,550.9,309.8333333,320.9833333,0,0,0
530,521.85,320.3333333,318.7888889,0,0,0
487,500.0666667,321.5,309.6055556,0,0,0
476,480.4,323.3333333,311.5222222,0,0,0
464,468.6,335.1666667,310.0666667,0,0,0
449,448.9666667,310.6666667,306.925,0,0,0
438,429.1333333,327.1666667,308.8888889,0,0,0
408,412.4333333,318,309.0388889,0,0,0
366,389.1,311.6666667,309.6833333,0,0,0
353,367.5666667,314,314.9444444,0,0,0
318,341.9833333,323.6666667,318.7527778,0,0,0
329,316.6,287.1666667,312.1,0,0,0
299,293.9333333,322.5,318.3388889,0,0,0
262,275.6333333,305.1666667,311.7777778,0,0,0
284,260.3333333,319.3333333,309.8805556,0,0,0
216,239.3,319.5,309.0277778,0,0,0
216,228.9166667,319.8333333,307.7777778,0,0,0
221,216.3,298.1666667,312.6333333,0,0,0
206,206.5666667,310,306.0555556,0,0,0
178,198.7666667,296.8333333,306.4111111,0,0,0
192,194.4,306.1666667,313.9805556,0,0,0
178,182.1833333,298.3333333,315.4305556,0,0,0
168,171.1,314.6666667,314.0555556,0,0,0
170,166.5,322.8333333,314.4777778,0,0,0
156,153.5333333,331,313.7916667,0,0,0
174,158.5944444,336.3333333,304.5740741,0,0,0
133,147.9388889,328.8333333,299.6898148,0,0,0
166,145.2,333.1666667,301.6222222,0,0,0
127,138.2333333,326.8333333,305.0944444,0,0,0
142,135.5,320.8333333,309.0055556,0,0,0
121,132.1,326.5,308.3555556,0,0,0
130,132.3,318.8333333,305.7333333,0,0,0
128,124.4,340.6666667,305.3833333,0,0,0
127,126.9666667,326.6666667,310.4555556,0,0,0
123,119.3833333,233,305.7722222,0,0,0
125,121.6333333,167.1666667,300.2277778,0,0,0
110,120.6166667,177,303.2138889,0,0,0
136,124.4,187.5,305.2833333,0,0,0
129,128.7833333,198.8333333,312.7611111,0,0,0
147,129,280.8333333,318.4611111,0,0,0
141,125.3166667,315.1666667,317.6861111,0,0,0
145,133.5,320.3333333,316.6,0,0,0
179,151.7,304,313.5833333,0,0,0
154,153.9166667,320.1666667,315.8833333,0,0,0
168,171.2333333,316,317.3777778,0,0,0
200,186.1,332,316.3833333,0,0,0
190,201.8333333,313.8333333,314.5555556,0,0,0
225,220.8666667,318.1666667,316.3944444,0,0,0
259,243.3833333,314.1666667,317.0055556,0,0,0
267,278.3,295,315.1972222,0,0,0
297,320.9666667,308.8333333,318.1055556,0,0,0
371,350.9333333,295.8333333,315.5416667,0,0,0
376,387.7,316.8333333,314.7388889,0,0,0
444,431.4,305.1666667,314.7,0,0,0
459,491.2,299.5,315.6,0,0,0
495,559.6333333,291,314.9277778,0,0,0
557,640.2166667,320.1666667,318.0166667,0,0,0
565,715.35,316,318.1777778,0,0,0
658,808,308.5,320.7222222,0,0,0
670,913.5666667,295.8333333,316.5777778,0,0,0
691,978.4666667,295.5,313.725,0,0,0
723,1039.433333,284.1666667,313.5111111,0,0,0
697,1084.116667,301.6666667,312.025,0,0,0
515,1096.933333,297.1666667,312.3333333,0,0,0
494,1120.533333,296.6666667,312.6722222,0,0,0
436,1142.966667,294.1666667,313.5611111,0,0,0
431,1168.883333,300.3333333,314.7083333,0,0,0
510,1174.366667,301.5,314.1777778,0,0,0
456,1182.683333,305.1666667,311.7,0,0,0
547,1209.5,310.5,313.3833333,0,0,0
736,1192.433333,302.8333333,314.6222222,0,0,0
1162,1208.616667,308,317.1194444,0,0,0
1155,1213.016667,297.3333333,316.275,0,0,0
1163,1219.333333,292.8333333,316.9888889,0,0,0
1200,1226.166667,305.5,312.3555556,0,0,0
1243,1229.35,314,315.9388889,0,0,0
1119,1208.833333,296,316.9944444,0,0,0
1109,1197.9,318.1666667,320.7277778,0,0,0
1198,1188.233333,298.3333333,318.6777778,0,0,0
1150,1170.633333,310,318.9111111,0,0,0
1097,1164.366667,316.3333333,315.7138889,0,0,0
1016,1150.133333,321,313.5277778,0,0,0
1041,1120.133333,317.1666667,318.5055556,0,0,0
1059,1115.233333,320.1666667,315.4222222,0,0,0
911,1107.8,279.5,314.5166667,0,0,0
914,1085.333333,292.6666667,311.4666667,0,0,0
926,1063.966667,278.8333333,314.8194444,0,0,0
915,1010.7,309.1666667,312.8277778,0,0,0
863,988.3166667,330.1666667,311.0361111,0,0,0
810,966.2333333,321.6666667,317.1,0,0,0
809,967.7333333,289.5,314.4083333,0,0,0
835,970.9666667,306.3333333,315.1138889,0,0,0
743,942.9166667,300.8333333,317.3833333,0,0,0
837,952.4166667,279,316.2638889,0,0,0
806,944.9333333,309,320.8277778,0,0,0
850,979.9166667,214.3333333,318.2833333,0,0,0
850,1003.166667,240.3333333,318.3722222,0,0,0
879,1012.7,204,312.2166667,0,0,0
838,1032.8,194.3333333,305.55,0,0,0
872,1051.766667,238.8333333,311.9,0,0,0
960,1065.3,313.6666667,314.4166667,0,0,0
927,1070.283333,314.5,312.4638889,0,0,0
933,1094.4,323.1666667,306.3277778,0,0,0
969,1108.466667,319.8333333,303.8277778,0,0,0
1031,1094.966667,325.3333333,302.3694444,0,0,0
954,1101.066667,317.3333333,304.3833333,0,0,0
991,1100.033333,325.1666667,302.6055556,0,0,0
1024,1120.133333,178.5,302.95,0,0,0
1046,1108.933333,180.1666667,308.7111111,0.5,3,7
1017,1115.866667,153,304.3388889,5.1,5,31
951,1112.866667,174,300.7944444,3.2,5,31
1023,1110.766667,195.3333333,307.4888889,4.3,5,31
1037,1112.05,293.5,313.1694444,2.7,5,31
988,1107.033333,297.3333333,311.0805556,0.7,3,7
920,1128.833333,308.5,310.6444444,0.3,2,3
1020,1124.616667,304.6666667,312.6055556,0.3,2,3
954,1122.666667,297.5,310.5166667,0.3,2,3
1007,1140.433333,284.1666667,310.6277778,0.8,3,7
923,1138.266667,302.5,316.8444444,0.4,2,3
1002,1150.5,307.5,315.2777778,0.1,1,1
1087,1153.533333,292.3333333,314.5,0,0,0
1028,1144.533333,294.5,315.4722222,0,0,0
1021,1124.2,308.5,316.4388889,0,0,0
1149,1139.266667,310.8333333,312.0388889,0.1,1,1
1094,1130.333333,304.8333333,312.9222222,0,0,0
991,1121.5,328,313.6222222,0,0,0
1041,1099.816667,314.8333333,312.6555556,0,0,0
1014,1082,325,314.1388889,0,0,0
892,1042.766667,318.1666667,309.7333333,0,0,0
874,1018.766667,314.5,310.2166667,0,0,0
846,958.2,330.5,311.1111111,0,0,0
840,927.3666667,314.5,309.5888889,0,0,0
750,891.7,301.8333333,308.7111111,0,0,0
952,868.8666667,306.3333333,310.7222222,0,0,0
782,848.0166667,309,307.2111111,0,0,0
672,799.4,300,313.9,0,0,0
720,741.6666667,302,317.9333333,0,0,0
666,710.5,304.3333333,322.4888889,0,0,0
670,694.3,319.6666667,319.7722222,0,0,0
619,677.4,324.1666667,320.2611111,0,0,0
599,635.55,316.6666667,323.8694444,0,0,0
567,626.4333333,332,321.7222222,0,0,0
543,591.75,318.1666667,318.45,0,0,0
540,558.2333333,319.8333333,318.0833333,0,0,0
503,550.9,315.5,320.9833333,0,0,0
549,521.85,327.3333333,318.7888889,0,0,0
479,500.0666667,333.5,309.6055556,0,0,0
475,480.4,324.6666667,311.5222222,0,0,0
407,468.6,332,310.0666667,0,0,0
401,448.9666667,330.3333333,306.925,0,0,0
405,429.1333333,337.6666667,308.8888889,0.8,3,7
383,412.4333333,329,309.0388889,0.2,1,1
376,389.1,324.6666667,309.6833333,0,0,0
357,367.5666667,311.5,314.9444444,0,0,0
313,341.9833333,316.5,318.7527778,0,0,0
282,316.6,310,312.1,0,0,0
278,293.9333333,307.3333333,318.3388889,0,0,0
286,275.6333333,296.6666667,311.7777778,0.1,1,1
229,260.3333333,296.3333333,309.8805556,0,0,0
227,239.3,313.8333333,309.0277778,0,0,0
206,228.9166667,295.5,307.7777778,0,0,0
168,216.3,287,312.6333333,0,0,0
155,206.5666667,279.8333333,306.0555556,0,0,0
156,198.7666667,303.5,306.4111111,0,0,0
187,194.4,314.8333333,313.9805556,0,0,0
154,182.1833333,315.3333333,315.4305556,0,0,0
130,171.1,296.5,314.0555556,0,0,0
129,166.5,304,314.4777778,0,0,0
146,153.5333333,318.5,313.7916667,0,0,0
129,158.5944444,325.3333333,304.5740741,0,0,0
109,147.9388889,311.5,299.6898148,0,0,0
124,145.2,316.6666667,301.6222222,0,0,0
117,138.2333333,310,305.0944444,0,0,0
120,135.5,310.6666667,309.0055556,0,0,0
108,132.1,319.8333333,308.3555556,0,0,0
112,132.3,328.8333333,305.7333333,0,0,0
117,124.4,329,305.3833333,0,0,0
111,126.9666667,329.6666667,310.4555556,0,0,0
112,119.3833333,322,305.7722222,0,0,0
121,121.6333333,309,300.2277778,0,0,0
103,120.6166667,314.1666667,303.2138889,0,0,0
99,124.4,326.6666667,305.2833333,0,0,0
120,128.7833333,329.3333333,312.7611111,0,0,0
119,129,318,318.4611111,0,0,0
102,125.3166667,305,317.6861111,0,0,0
122,133.5,320,316.6,0,0,0
127,151.7,297.8333333,313.5833333,0,0,0
149,153.9166667,290.1666667,315.8833333,0,0,0
162,171.2333333,301.1666667,317.3777778,0,0,0
170,186.1,307.6666667,316.3833333,0,0,0
192,201.8333333,300.5,314.5555556,0,0,0
174,220.8666667,278.1666667,316.3944444,0,0,0
239,243.3833333,292.1666667,317.0055556,0,0,0
244,278.3,314.3333333,315.1972222,0,0,0
260,320.9666667,307.8333333,318.1055556,0,0,0
283,350.9333333,301.8333333,315.5416667,0,0,0
345,387.7,306.3333333,314.7388889,0,0,0
372,431.4,294,314.7,0,0,0
368,491.2,309.5,315.6,0,0,0
390,559.6333333,306.6666667,314.9277778,0,0,0
424,640.2166667,302.1666667,318.0166667,0,0,0
480,715.35,316.1666667,318.1777778,0,0,0
538,808,332.6666667,320.7222222,0,0,0
504,913.5666667,327.1666667,316.5777778,0,0,0
520,978.4666667,314,313.725,0,0,0
647,1039.433333,322.5,313.5111111,0,0,0
610,1084.116667,322.5,312.025,0,0,0
663,1096.933333,312.6666667,312.3333333,0,0,0
634,1120.533333,328.3333333,312.6722222,0,0,0
724,1142.966667,326.3333333,313.5611111,0,0,0
744,1168.883333,333.6666667,314.7083333,0,0,0
790,1174.366667,317.6666667,314.1777778,0,0,0
772,1182.683333,318.3333333,311.7,0,0,0
861,1209.5,333,313.3833333,0,0,0
870,1192.433333,322,314.6222222,0,0,0
940,1208.616667,324.3333333,317.1194444,0,0,0
876,1213.016667,317.5,316.275,0,0,0
941,1219.333333,326,316.9888889,0,0,0
960,1226.166667,331.6666667,312.3555556,0,0,0
956,1229.35,334.1666667,315.9388889,0,0,0
891,1208.833333,324,316.9944444,0,0,0
959,1197.9,327,320.7277778,0,0,0
982,1188.233333,326.3333333,318.6777778,0,0,0
985,1170.633333,319.5,318.9111111,0,0,0
976,1164.366667,319.3333333,315.7138889,0,0,0
966,1150.133333,325.8333333,313.5277778,0,0,0
943,1120.133333,320,318.5055556,0,0,0
940,1115.233333,329.6666667,315.4222222,0,0,0
905,1107.8,326.6666667,314.5166667,0,0,0
874,1085.333333,324.6666667,311.4666667,0,0,0
784,1063.966667,329,314.8194444,0,0,0
781,1010.7,326.5,312.8277778,0,0,0
797,988.3166667,332.8333333,311.0361111,0,0,0
796,966.2333333,336.1666667,317.1,0,0,0
755,967.7333333,335,314.4083333,0,0,0
723,970.9666667,345.1666667,315.1138889,0,0,0
736,942.9166667,330.5,317.3833333,0,0,0
664,952.4166667,334.3333333,316.2638889,0,0,0
765,944.9333333,320.8333333,320.8277778,0,0,0
685,979.9166667,311,318.2833333,0,0,0
796,1003.166667,292.8333333,318.3722222,0,0,0
782,1012.7,296,312.2166667,0,0,0
735,1032.8,303.5,305.55,0,0,0
807,1051.766667,291.6666667,311.9,0,0,0
825,1065.3,293.3333333,314.4166667,0,0,0
851,1070.283333,294.3333333,312.4638889,0,0,0
889,1094.4,302.3333333,306.3277778,0,0,0
953,1108.466667,286.3333333,303.8277778,0,0,0
857,1094.966667,280.8333333,302.3694444,0,0,0
876,1101.066667,289.1666667,304.3833333,0,0,0
925,1100.033333,205.5,302.6055556,0,0,0
944,1120.133333,212,302.95,0,0,0
962,1108.933333,320.8333333,308.7111111,0,0,0
990,1115.866667,321.8333333,304.3388889,0,0,0
961,1112.866667,323.1666667,300.7944444,0,0,0
1016,1110.766667,322.3333333,307.4888889,0,0,0
978,1112.05,321.8333333,313.1694444,0,0,0
977,1107.033333,307.1666667,311.0805556,0,0,0
1016,1128.833333,314,310.6444444,0,0,0
1092,1124.616667,335.8333333,312.6055556,0,0,0
975,1122.666667,322.6666667,310.5166667,0,0,0
1055,1140.433333,329.5,310.6277778,0,0,0
1070,1138.266667,331,316.8444444,0,0,0
1026,1150.5,335.3333333,315.2777778,0,0,0
1069,1153.533333,344.3333333,314.5,0,0,0
996,1144.533333,341.8333333,315.4722222,0,0,0
1024,1124.2,345,316.4388889,0,0,0
984,1139.266667,347.5,312.0388889,0,0,0
930,1130.333333,352.3333333,312.9222222,0,0,0
958,1121.5,335.6666667,313.6222222,0,0,0
934,1099.816667,346.3333333,312.6555556,0,0,0
966,1082,342.5,314.1388889,0,0,0
860,1042.766667,340.1666667,309.7333333,0,0,0
898,1018.766667,340.5,310.2166667,0,0,0
864,958.2,331.8333333,311.1111111,0,0,0
808,927.3666667,340.8333333,309.5888889,0,0,0
840,891.7,337.6666667,308.7111111,0,0,0
764,868.8666667,328.3333333,310.7222222,0,0,0
838,848.0166667,334.8333333,307.2111111,0,0,0
776,799.4,331.8333333,313.9,0,0,0
742,741.6666667,328,317.9333333,0,0,0
679,710.5,325.3333333,322.4888889,0,0,0
662,694.3,329.5,319.7722222,0,0,0
652,677.4,329.8333333,320.2611111,0,0,0
579,635.55,328.1666667,323.8694444,0,0,0
574,626.4333333,331.8333333,321.7222222,0,0,0
611,591.75,316.5,318.45,0,0,0
557,558.2333333,322.5,318.0833333,0,0,0
501,550.9,329.8333333,320.9833333,0,0,0
537,521.85,342.3333333,318.7888889,0,0,0
514,500.0666667,338.3333333,309.6055556,0,0,0
497,480.4,321.1666667,311.5222222,0,0,0
461,468.6,336.6666667,310.0666667,0,0,0
422,448.9666667,349.8333333,306.925,0,0,0
415,429.1333333,331.3333333,308.8888889,0,0,0
381,412.4333333,343.1666667,309.0388889,0,0,0
396,389.1,334.5,309.6833333,0,0,0
302,367.5666667,320.3333333,314.9444444,0,0,0
324,341.9833333,339.3333333,318.7527778,0,0,0
273,316.6,338.1666667,312.1,0,0,0
279,293.9333333,341.5,318.3388889,0,0,0
246,275.6333333,331,311.7777778,0,0,0
223,260.3333333,340.8333333,309.8805556,0,0,0
207,239.3,333.8333333,309.0277778,0,0,0
204,228.9166667,317.1666667,307.7777778,0,0,0
168,216.3,327.3333333,312.6333333,0,0,0
138,206.5666667,315.3333333,306.0555556,0,0,0
164,198.7666667,313.3333333,306.4111111,0,0,0
147,194.4,314.8333333,313.9805556,0,0,0
169,182.1833333,325,315.4305556,0,0,0
146,171.1,318.1666667,314.0555556,0,0,0
131,166.5,276,314.4777778,0,0,0
110,153.5333333,180.8333333,313.7916667,0,0,0
106,158.5944444,180,304.5740741,0,0,0
117,147.9388889,175.1666667,299.6898148,0,0,0
111,145.2,177,301.6222222,0,0,0
114,138.2333333,180.1666667,305.0944444,0,0,0
110,135.5,194.8333333,309.0055556,0,0,0
89,132.1,198,308.3555556,0,0,0
104,132.3,203.1666667,305.7333333,0,0,0
111,124.4,196.6666667,305.3833333,0,0,0
105,126.9666667,294.3333333,310.4555556,0,0,0
106,119.3833333,321,305.7722222,0,0,0
125,121.6333333,311.1666667,300.2277778,0,0,0
129,120.6166667,315,303.2138889,0,0,0
129,124.4,328.3333333,305.2833333,0,0,0
123,128.7833333,314.6666667,312.7611111,0,0,0
116,129,329.8333333,318.4611111,0,0,0
131,125.3166667,324,317.6861111,0,0,0
109,133.5,314.6666667,316.6,0,0,0
132,151.7,318.8333333,313.5833333,0,0,0
156,153.9166667,313.8333333,315.8833333,0,0,0
156,171.2333333,321.6666667,317.3777778,0,0,0
166,186.1,313.8333333,316.3833333,0,0,0
217,201.8333333,304.1666667,314.5555556,0,0,0
233,220.8666667,307.5,316.3944444,0,0,0
266,243.3833333,346,317.0055556,0,0,0
257,278.3,343.1666667,315.1972222,0,0,0
387,320.9666667,349.6666667,318.1055556,0,0,0
400,350.9333333,347.5,315.5416667,0,0,0
477,387.7,346,314.7388889,0,0,0
520,431.4,343.1666667,314.7,0,0,0
610,491.2,349,315.6,0,0,0
669,559.6333333,332.8333333,314.9277778,0,0,0
809,640.2166667,339.5,318.0166667,0,0,0
929,715.35,337,318.1777778,0,0,0
1071,808,341,320.7222222,0,0,0
1210,913.5666667,331.5,316.5777778,0,0,0
1252,978.4666667,309,313.725,0,0,0
1291,1039.433333,310,313.5111111,0,0,0
1326,1084.116667,318.5,312.025,0,0,0
1278,1096.933333,315.1666667,312.3333333,0,0,0
1207,1120.533333,304.1666667,312.6722222,0,0,0
1272,1142.966667,313.8333333,313.5611111,0,0,0
1308,1168.883333,309.8333333,314.7083333,0,0,0
1380,1174.366667,322,314.1777778,0,0,0
1313,1182.683333,320,311.7,0,0,0
1439,1209.5,306.8333333,313.3833333,0,0,0
1412,1192.433333,310.6666667,314.6222222,0,0,0
1339,1208.616667,312.3333333,317.1194444,0,0,0
1337,1213.016667,313.5,316.275,0,0,0
1300,1219.333333,316.5,316.9888889,0,0,0
1285,1226.166667,326.6666667,312.3555556,0,0,0
1351,1229.35,309.6666667,315.9388889,0,0,0
1172,1208.833333,317.8333333,316.9944444,0,0,0
1163,1197.9,311.5,320.7277778,0,0,0
1218,1188.233333,311.3333333,318.6777778,0,0,0
1080,1170.633333,316.5,318.9111111,0,0,0
1075,1164.366667,307.6666667,315.7138889,0,0,0
1050,1150.133333,297.1666667,313.5277778,0,0,0
1157,1120.133333,316.5,318.5055556,0,0,0
1101,1115.233333,328,315.4222222,0,0,0
1145,1107.8,336.3333333,314.5166667,0,0,0
1056,1085.333333,330.8333333,311.4666667,0,0,0
966,1063.966667,325.8333333,314.8194444,0,0,0
1012,1010.7,322.6666667,312.8277778,0,0,0
987,988.3166667,318.5,311.0361111,0,0,0
1005,966.2333333,330,317.1,0,0,0
965,967.7333333,317.3333333,314.4083333,0,0,0
1027,970.9666667,326.5,315.1138889,0,0,0
978,942.9166667,327.8333333,317.3833333,0,0,0
970,952.4166667,321.1666667,316.2638889,0,0,0
985,944.9333333,323,320.8277778,0,0,0
1024,979.9166667,317,318.2833333,0,0,0
995,1003.166667,309.5,318.3722222,0,0,0
1030,1012.7,305.8333333,312.2166667,0,0,0
1092,1032.8,185.5,305.55,0,0,0
1082,1051.766667,193.1666667,311.9,0,0,0
1063,1065.3,203,314.4166667,0,0,0
1096,1070.283333,191.5,312.4638889,0,0,0
1189,1094.4,193.1666667,306.3277778,0,0,0
1187,1108.466667,185.1666667,303.8277778,0,0,0
1017,1094.966667,192.8333333,302.3694444,0,0,0
1070,1101.066667,177.1666667,304.3833333,0,0,0
1155,1100.033333,181.3333333,302.6055556,0,0,0
1145,1120.133333,214,302.95,0,0,0
1097,1108.933333,323.5,308.7111111,0,0,0
1172,1115.866667,323.1666667,304.3388889,0,0,0
1132,1112.866667,313.3333333,300.7944444,0,0,0
1115,1110.766667,325.3333333,307.4888889,0,0,0
1016,1112.05,325.3333333,313.1694444,0,0,0
1072,1107.033333,327.8333333,311.0805556,0,0,0
1191,1128.833333,323.3333333,310.6444444,0,0,0
1175,1124.616667,330.8333333,312.6055556,0,0,0
1053,1122.666667,323.5,310.5166667,0,0,0
1096,1140.433333,328.6666667,310.6277778,0,0,0
1226,1138.266667,325.1666667,316.8444444,0,0,0
1161,1150.5,314,315.2777778,0,0,0
1179,1153.533333,310,314.5,0,0,0
1220,1144.533333,309.8333333,315.4722222,0,0,0
1212,1124.2,281,316.4388889,0,0,0
1183,1139.266667,293.6666667,312.0388889,0,0,0
1130,1130.333333,281.6666667,312.9222222,0,0,0
1146,1121.5,308.1666667,313.6222222,0,0,0
1121,1099.816667,295,312.6555556,0,0,0
1109,1082,309.1666667,314.1388889,0,0,0
1139,1042.766667,309.8333333,309.7333333,0,0,0
1108,1018.766667,266.5,310.2166667,0,0,0
1027,958.2,282.1666667,311.1111111,0,0,0
910,927.3666667,260,309.5888889,0,0,0
959,891.7,302.5,308.7111111,0,0,0
876,868.8666667,312.3333333,310.7222222,0,0,0
880,848.0166667,307.1666667,307.2111111,0,0,0
809,799.4,318.1666667,313.9,0,0,0
760,741.6666667,304.3333333,317.9333333,0,0,0
762,710.5,305.1666667,322.4888889,0,0,0
704,694.3,298.5,319.7722222,0,0,0
688,677.4,309.8333333,320.2611111,0,0,0
674,635.55,308.1666667,323.8694444,0,0,0
578,626.4333333,313.8333333,321.7222222,0,0,0
579,591.75,313,318.45,0,0,0
550,558.2333333,315.3333333,318.0833333,0,0,0
584,550.9,310.8333333,320.9833333,0,0,0
520,521.85,308.1666667,318.7888889,0,0,0
456,500.0666667,318.6666667,309.6055556,0,0,0
464,480.4,317.8333333,311.5222222,0,0,0
451,468.6,316,310.0666667,0,0,0
480,448.9666667,325.1666667,306.925,0,0,0
378,429.1333333,319.8333333,308.8888889,0,0,0
367,412.4333333,310.8333333,309.0388889,0,0,0
380,389.1,319.3333333,309.6833333,0,0,0
413,367.5666667,318,314.9444444,0,0,0
353,341.9833333,316.8333333,318.7527778,0,0,0
323,316.6,309.3333333,312.1,0,0,0
286,293.9333333,293.5,318.3388889,0,0,0
270,275.6333333,289.5,311.7777778,0,0,0
267,260.3333333,283.1666667,309.8805556,0,0,0
230,239.3,277.6666667,309.0277778,0,0,0
225,228.9166667,285.5,307.7777778,0,0,0
264,216.3,316.3333333,312.6333333,0,0,0
219,206.5666667,279.6666667,306.0555556,0,0,0
212,198.7666667,264.1666667,306.4111111,0,0,0
189,194.4,299.8333333,313.9805556,0,0,0
184,182.1833333,251.1666667,315.4305556,0,0,0
163,171.1,296.1666667,314.0555556,0,0,0
183,166.5,296.3333333,314.4777778,0,0,0
154,153.5333333,299.8333333,313.7916667,0,0,0
170,158.5944444,317.5,304.5740741,0,0,0
169,147.9388889,312.6666667,299.6898148,0,0,0
138,145.2,307.5,301.6222222,0,0,0
141,138.2333333,307.1666667,305.0944444,0,0,0
129,135.5,321.8333333,309.0055556,0,0,0
136,132.1,315.3333333,308.3555556,0,0,0
138,132.3,312.6666667,305.7333333,0,0,0
119,124.4,315.1666667,305.3833333,0,0,0
99,126.9666667,318.5,310.4555556,0,0,0
122,119.3833333,322.1666667,305.7722222,0,0,0
105,121.6333333,323.3333333,300.2277778,0,0,0
126,120.6166667,227.8333333,303.2138889,0,0,0
130,124.4,239.6666667,305.2833333,0,0,0
133,128.7833333,311.3333333,312.7611111,0,0,0
142,129,336.5,318.4611111,0,0,0
131,125.3166667,319.1666667,317.6861111,0,0,0
156,133.5,303.6666667,316.6,0,0,0
168,151.7,308.3333333,313.5833333,0,0,0
177,153.9166667,314.8333333,315.8833333,0,0,0
202,171.2333333,303,317.3777778,0,0,0
203,186.1,316.1666667,316.3833333,0,0,0
210,201.8333333,310.5,314.5555556,0,0,0
271,220.8666667,315,316.3944444,0,0,0
266,243.3833333,307,317.0055556,0,0,0
314,278.3,304.8333333,315.1972222,0,0,0
354,320.9666667,323.1666667,318.1055556,0,0,0
399,350.9333333,304.6666667,315.5416667,0,0,0
491,387.7,291,314.7388889,0,0,0
494,431.4,300.6666667,314.7,0,0,0
571,491.2,299.3333333,315.6,0,0,0
710,559.6333333,301,314.9277778,0,0,0
746,640.2166667,300.1666667,318.0166667,0,0,0
820,715.35,295.3333333,318.1777778,0,0,0
939,808,323.5,320.7222222,0,0,0
1043,913.5666667,322.5,316.5777778,0,0,0
1169,978.4666667,312,313.725,0,0,0
1160,1039.433333,344.6666667,313.5111111,0,0,0
1280,1084.116667,338.3333333,312.025,0,0,0
1247,1096.933333,332.8333333,312.3333333,0,0,0
1310,1120.533333,338.8333333,312.6722222,0,0,0
1247,1142.966667,355.6666667,313.5611111,0,0,0
1327,1168.883333,359,314.7083333,0,0,0
1360,1174.366667,344.8333333,314.1777778,0,0,0
1486,1182.683333,343,311.7,0,0,0
1337,1209.5,356.8333333,313.3833333,0,0,0
1315,1192.433333,347.1666667,314.6222222,0,0,0
1371,1208.616667,347.5,317.1194444,0,0,0
1323,1213.016667,340.8333333,316.275,0,0,0
1379,1219.333333,327.1666667,316.9888889,0,0,0
1265,1226.166667,329.8333333,312.3555556,0,0,0
1278,1229.35,323.1666667,315.9388889,0,0,0
1292,1208.833333,320,316.9944444,0,0,0
1268,1197.9,316.8333333,320.7277778,0,0,0
1273,1188.233333,316.6666667,318.6777778,0,0,0
1261,1170.633333,308.6666667,318.9111111,0,0,0
1223,1164.366667,314.6666667,315.7138889,0,0,0
1232,1150.133333,304.5,313.5277778,0,0,0
1121,1120.133333,321.5,318.5055556,0,0,0
1163,1115.233333,317.6666667,315.4222222,0,0,0
1135,1107.8,312.1666667,314.5166667,0,0,0
1113,1085.333333,280.1666667,311.4666667,0,0,0
1033,1063.966667,291.1666667,314.8194444,0,0,0
1102,1010.7,304.1666667,312.8277778,0,0,0
1067,988.3166667,286.1666667,311.0361111,0,0,0
977,966.2333333,287.8333333,317.1,0,0,0
